interaction_id,client_id,type_action,valeur_achat,date,age,ville,segment,canal_acquisition,est_achat
827,C_0287,ajout_panier,0.0,2025-10-27,34,Mooremouth,Premium,Email,False
828,C_0915,achat,78.49015597689524,2025-10-27,64,New Jack,Premium,Partenariat,True
829,C_0953,page_vue,15.704053108323656,2025-10-27,56,West Henrystad,Basique,Publicité,True
830,C_0648,ajout_panier,0.0,2025-10-27,50,Lake Ashleyview,Standard,Partenariat,False
831,C_0579,achat,0.0,2025-10-27,23,New Meganburgh,Basique,Affiliation,False
832,C_0158,achat,0.0,2025-10-27,42,Fryehaven,Premium,Email,False
833,C_0188,achat,0.0,2025-10-27,51,Kristinashire,Basique,Partenariat,False
834,C_0180,ajout_panier,0.0,2025-10-27,20,Millerstad,Premium,Partenariat,False
835,C_0137,ajout_panier,0.0,2025-10-27,33,Lake Melanie,Standard,Affiliation,False
836,C_0983,page_vue,0.0,2025-10-27,23,Fullerport,Basique,Publicité,False
837,C_0015,ajout_panier,0.0,2025-10-27,24,Lake Debraton,Premium,Partenariat,False
838,C_0926,achat,0.0,2025-10-27,31,Bradleyview,Standard,Partenariat,False
839,C_0906,achat,0.0,2025-10-27,62,Nelsonhaven,Basique,Publicité,False
840,C_0326,ajout_panier,0.0,2025-10-27,64,Danielview,Standard,SEO,False
841,C_0907,achat,0.0,2025-10-27,41,North Joshua,Premium,Email,False
842,C_0970,page_vue,0.0,2025-10-27,46,West Madelinemouth,Standard,Publicité,False
843,C_0180,ajout_panier,124.46926783365646,2025-10-27,20,Millerstad,Premium,Partenariat,True
844,C_0771,achat,0.0,2025-10-27,53,West Michaelberg,Standard,SEO,False
845,C_0295,ajout_panier,0.0,2025-10-27,33,Cynthiaberg,Premium,Publicité,False
846,C_0492,achat,0.0,2025-10-27,36,Santiagomouth,Basique,Affiliation,False
847,C_0489,achat,0.0,2025-10-27,51,North Jessicaland,Basique,Direct,False
848,C_0961,page_vue,0.0,2025-10-27,36,Juanville,Premium,SEO,False
849,C_0315,ajout_panier,0.0,2025-10-27,60,Port Rhonda,Basique,Affiliation,False
850,C_0677,page_vue,0.0,2025-10-27,47,Philipberg,Premium,SEO,False
851,C_0777,ajout_panier,0.0,2025-10-27,59,Zacharyfurt,Premium,SEO,False
852,C_0844,page_vue,0.0,2025-10-27,52,Lake Brianmouth,Standard,SEO,False
853,C_0302,page_vue,0.0,2025-10-27,29,New Ninamouth,Standard,Direct,False
854,C_0236,ajout_panier,0.0,2025-10-27,64,South Theresa,Premium,Direct,False
855,C_0753,achat,0.0,2025-10-27,31,Steinside,Standard,SEO,False
856,C_0335,ajout_panier,0.0,2025-10-27,47,West Charlene,Basique,Partenariat,False
857,C_0600,ajout_panier,0.0,2025-10-27,37,North Joshuamouth,Standard,Affiliation,False
858,C_0072,ajout_panier,0.0,2025-10-27,19,North Allison,Standard,Affiliation,False
859,C_0863,page_vue,0.0,2025-10-27,48,Lake Jacobbury,Basique,Email,False
860,C_0787,achat,0.0,2025-10-27,41,Port Annette,Basique,Affiliation,False
861,C_0320,achat,0.0,2025-10-27,34,Pamelaville,Basique,Direct,False
862,C_0407,ajout_panier,0.0,2025-10-27,63,Cherylstad,Premium,Email,False
863,C_0670,page_vue,19.57918698441975,2025-10-27,49,East Rebeccachester,Basique,Affiliation,True
864,C_0523,page_vue,0.0,2025-10-27,57,Booneberg,Standard,Affiliation,False
865,C_0124,achat,0.0,2025-10-27,20,South Michellefurt,Standard,Partenariat,False
866,C_0905,ajout_panier,0.0,2025-10-27,40,Ralphshire,Basique,Partenariat,False
867,C_0657,ajout_panier,173.9717187527731,2025-10-27,26,Elizabethtown,Standard,Partenariat,True
868,C_0149,ajout_panier,65.73715007379187,2025-10-27,57,Caseyview,Premium,SEO,True
869,C_0205,achat,0.0,2025-10-27,36,Snydershire,Standard,Email,False
870,C_0355,page_vue,0.0,2025-10-27,26,Candaceport,Premium,Partenariat,False
871,C_0940,ajout_panier,0.0,2025-10-27,44,Scottchester,Standard,Publicité,False
872,C_0662,page_vue,0.0,2025-10-27,33,Taylorborough,Standard,SEO,False
873,C_0698,page_vue,0.0,2025-10-27,27,Port Juliamouth,Basique,Direct,False
874,C_0103,achat,0.0,2025-10-27,19,East Samantha,Standard,Publicité,False
875,C_0990,ajout_panier,71.47077837224339,2025-10-27,62,Reneebury,Standard,Partenariat,True
876,C_0598,ajout_panier,0.0,2025-10-27,32,West Lori,Standard,Email,False
877,C_0557,achat,0.0,2025-10-27,26,Pearsonview,Basique,Affiliation,False
878,C_0680,ajout_panier,133.45972888521692,2025-10-27,41,Johnmouth,Standard,Partenariat,True
879,C_0108,achat,0.0,2025-10-27,34,East Alexandraton,Premium,Affiliation,False
880,C_0615,achat,0.0,2025-10-27,49,West Nathaniel,Standard,Direct,False
881,C_0042,page_vue,0.0,2025-10-27,40,South Amanda,Standard,Email,False
882,C_0354,page_vue,0.0,2025-10-27,18,Chaseview,Basique,Email,False
883,C_0109,ajout_panier,0.0,2025-10-27,39,West Johntown,Basique,Direct,False
884,C_0799,page_vue,117.49154061652496,2025-10-27,24,Adamsburgh,Premium,SEO,True
885,C_0200,page_vue,0.0,2025-10-27,37,New Robert,Premium,Direct,False
886,C_0408,achat,0.0,2025-10-27,43,Catherineshire,Standard,Affiliation,False
887,C_0940,page_vue,0.0,2025-10-27,44,Scottchester,Standard,Publicité,False
888,C_0600,achat,0.0,2025-10-27,37,North Joshuamouth,Standard,Affiliation,False
889,C_0939,achat,0.0,2025-10-27,38,Moralesmouth,Basique,Affiliation,False
890,C_0934,achat,86.89776212763515,2025-10-27,57,Harrisberg,Standard,Affiliation,True
891,C_0053,ajout_panier,0.0,2025-10-27,40,Craigstad,Basique,Email,False
892,C_0531,ajout_panier,0.0,2025-10-27,30,North Amberchester,Standard,Publicité,False
893,C_0894,ajout_panier,0.0,2025-10-27,38,Christyborough,Standard,Email,False
894,C_0128,page_vue,0.0,2025-10-27,40,Parksfort,Standard,Publicité,False
895,C_0851,ajout_panier,0.0,2025-10-27,42,Juliantown,Standard,Partenariat,False
896,C_0111,achat,0.0,2025-10-27,55,South Patricktown,Premium,Publicité,False
897,C_0187,achat,0.0,2025-10-27,27,Shannonburgh,Standard,Direct,False
898,C_0363,page_vue,0.0,2025-10-27,46,Carpenterland,Basique,Partenariat,False
899,C_0678,achat,0.0,2025-10-27,41,Port Laura,Premium,Affiliation,False
900,C_0101,achat,0.0,2025-10-27,52,Monicachester,Premium,Email,False
901,C_0652,page_vue,0.0,2025-10-27,55,South Lanceberg,Basique,SEO,False
902,C_0085,achat,0.0,2025-10-27,36,Port Brycemouth,Basique,Affiliation,False
903,C_0853,achat,0.0,2025-10-27,18,Lake Michael,Standard,Direct,False
904,C_0199,ajout_panier,0.0,2025-10-27,34,Russellview,Premium,Direct,False
905,C_0626,ajout_panier,0.0,2025-10-27,33,East Brianborough,Basique,Affiliation,False
906,C_0076,page_vue,0.0,2025-10-27,43,New Kathryn,Standard,Affiliation,False
907,C_0210,achat,100.09121629167743,2025-10-27,59,East Gabriel,Standard,Direct,True
908,C_0438,ajout_panier,0.0,2025-10-27,56,Chambersville,Basique,SEO,False
909,C_0041,achat,109.41048044446623,2025-10-27,25,Port Lisa,Standard,Partenariat,True
910,C_0274,ajout_panier,0.0,2025-10-27,20,Krauseview,Basique,SEO,False
911,C_0741,page_vue,0.0,2025-10-27,55,Grahamfurt,Basique,Direct,False
912,C_0576,achat,120.79474162892086,2025-10-27,46,Hamptonside,Basique,SEO,True
913,C_0885,achat,0.0,2025-10-27,43,Port Jamesside,Standard,Email,False
914,C_0266,achat,0.0,2025-10-27,54,New Katelynburgh,Standard,SEO,False
915,C_0920,ajout_panier,74.08753892882241,2025-10-27,27,Lake Samantha,Premium,Affiliation,True
916,C_0562,page_vue,0.0,2025-10-27,64,Henryview,Premium,Partenariat,False
917,C_0820,page_vue,168.30882775336812,2025-10-27,53,North Eric,Premium,Email,True
918,C_0565,page_vue,129.34271093627865,2025-10-27,20,New Jessicaburgh,Basique,Affiliation,True
919,C_0479,page_vue,0.0,2025-10-27,62,North Noahbury,Premium,Email,False
920,C_0633,achat,0.0,2025-10-27,47,Lake Nicole,Standard,Partenariat,False
921,C_0214,page_vue,0.0,2025-10-27,64,Erinside,Premium,SEO,False
922,C_0539,achat,81.78945060816547,2025-10-27,20,West Zacharyfurt,Premium,Direct,True
923,C_0053,page_vue,0.0,2025-10-27,40,Craigstad,Basique,Email,False
924,C_0163,ajout_panier,0.0,2025-10-27,46,North Melissaborough,Standard,Affiliation,False
925,C_0797,page_vue,0.0,2025-10-27,30,Bondberg,Premium,Partenariat,False
926,C_0749,ajout_panier,175.80446371345053,2025-10-27,36,Hutchinsonville,Premium,Partenariat,True
927,C_0621,page_vue,0.0,2025-10-27,22,New Sydneychester,Basique,Publicité,False
928,C_0617,achat,0.0,2025-10-27,44,North Jamesstad,Basique,Partenariat,False
929,C_0575,ajout_panier,0.0,2025-10-27,57,Port Carlmouth,Premium,Direct,False
930,C_0421,achat,0.0,2025-10-27,46,South Lisatown,Basique,Publicité,False
931,C_0518,ajout_panier,0.0,2025-10-27,56,Lake Taylorside,Basique,SEO,False
932,C_0168,ajout_panier,0.0,2025-10-27,50,Annaburgh,Standard,Direct,False
933,C_0390,page_vue,0.0,2025-10-27,64,New Kenneth,Premium,SEO,False
934,C_0986,page_vue,0.0,2025-10-27,43,East Heather,Premium,Partenariat,False
935,C_0948,ajout_panier,0.0,2025-10-27,33,South Richardside,Premium,Affiliation,False
936,C_0643,achat,0.0,2025-10-27,39,Johnsonfort,Basique,Partenariat,False
937,C_0259,page_vue,0.0,2025-10-27,44,Allenborough,Premium,Email,False
938,C_0177,page_vue,0.0,2025-10-27,41,Montgomerychester,Standard,Publicité,False
939,C_0519,page_vue,0.0,2025-10-27,59,North Stephanie,Basique,Partenariat,False
940,C_0291,ajout_panier,0.0,2025-10-27,23,New Collinland,Premium,SEO,False
941,C_0810,achat,0.0,2025-10-27,30,East Caitlin,Premium,Affiliation,False
942,C_0376,ajout_panier,0.0,2025-10-27,56,Petersonfort,Basique,Direct,False
943,C_0412,achat,0.0,2025-10-27,26,Lake Timothy,Standard,Affiliation,False
944,C_0186,achat,0.0,2025-10-27,43,Staffordport,Premium,SEO,False
945,C_0528,achat,153.47538731458724,2025-10-27,61,Port Michaelberg,Standard,SEO,True
946,C_0038,page_vue,25.235483794301526,2025-10-27,50,North Jerry,Basique,Email,True
947,C_0202,ajout_panier,0.0,2025-10-27,53,New Dawnmouth,Premium,Partenariat,False
948,C_0221,ajout_panier,0.0,2025-10-27,18,West Kathleenshire,Standard,Affiliation,False
949,C_0254,achat,0.0,2025-10-27,27,Lake Danielburgh,Standard,SEO,False
950,C_0382,ajout_panier,71.88011239215112,2025-10-27,50,New Scott,Premium,Email,True
951,C_0389,ajout_panier,0.0,2025-10-27,25,Reyesbury,Premium,Email,False
952,C_0663,ajout_panier,0.0,2025-10-27,39,Penaton,Standard,Publicité,False
953,C_0913,achat,11.993791816589445,2025-10-27,22,North Rebecca,Standard,Direct,True
954,C_0937,page_vue,0.0,2025-10-27,39,Kinghaven,Premium,Email,False
955,C_0523,ajout_panier,0.0,2025-10-27,57,Booneberg,Standard,Affiliation,False
956,C_0422,page_vue,12.452373316388474,2025-10-27,39,Flemingport,Standard,Affiliation,True
957,C_0540,page_vue,0.0,2025-10-27,47,Macdonaldbury,Standard,Affiliation,False
958,C_0116,achat,0.0,2025-10-27,21,Brewermouth,Basique,Partenariat,False
959,C_0486,page_vue,0.0,2025-10-27,46,West Jared,Premium,Publicité,False
960,C_0273,achat,0.0,2025-10-27,51,East Peter,Standard,Direct,False
961,C_0721,ajout_panier,0.0,2025-10-27,33,South George,Standard,SEO,False
962,C_0928,achat,0.0,2025-10-27,38,Petersonland,Basique,Direct,False
963,C_0522,achat,0.0,2025-10-27,20,New Brianbury,Premium,Publicité,False
964,C_0880,ajout_panier,115.39053470978976,2025-10-27,19,Garciaside,Standard,Publicité,True
965,C_0171,achat,0.0,2025-10-27,53,New Michael,Standard,Affiliation,False
966,C_0024,achat,0.0,2025-10-27,21,Shahport,Standard,Email,False
967,C_0566,achat,112.8116267269805,2025-10-27,46,Wiseton,Premium,Publicité,True
968,C_0411,achat,0.0,2025-10-27,64,Smithhaven,Premium,Email,False
969,C_0264,ajout_panier,0.0,2025-10-27,48,Ruthtown,Premium,Direct,False
970,C_0415,page_vue,0.0,2025-10-27,55,Danaside,Standard,SEO,False
971,C_0553,page_vue,0.0,2025-10-27,60,Lake Olivialand,Standard,Partenariat,False
972,C_0329,achat,0.0,2025-10-27,54,Alvaradobury,Standard,Affiliation,False
973,C_0782,achat,0.0,2025-10-27,39,Lake Jeffrey,Premium,SEO,False
974,C_0878,achat,0.0,2025-10-27,24,Donaldberg,Premium,Email,False
975,C_0347,page_vue,0.0,2025-10-27,43,New Nicholasland,Standard,Direct,False
976,C_0517,achat,190.95890813936228,2025-10-27,48,South Carlosmouth,Standard,Affiliation,True
977,C_0066,achat,0.0,2025-10-27,50,East Tammiefort,Basique,SEO,False
978,C_0174,achat,0.0,2025-10-27,22,Darlenehaven,Premium,Affiliation,False
979,C_0556,achat,0.0,2025-10-27,22,Port Kristabury,Standard,Partenariat,False
980,C_0194,page_vue,0.0,2025-10-27,52,Lake Stefaniechester,Standard,Partenariat,False
981,C_0332,page_vue,0.0,2025-10-27,50,Frankview,Premium,Direct,False
982,C_0014,achat,0.0,2025-10-27,20,Georgefurt,Premium,Publicité,False
983,C_0424,ajout_panier,0.0,2025-10-27,37,Michaelland,Premium,Partenariat,False
984,C_0996,page_vue,0.0,2025-10-27,27,Michaelfort,Premium,Affiliation,False
985,C_0207,ajout_panier,0.0,2025-10-27,42,South Juliaville,Basique,Email,False
986,C_0368,page_vue,196.96598771303474,2025-10-27,21,South Scott,Premium,Email,True
987,C_0699,ajout_panier,139.30605073802928,2025-10-27,31,West Maria,Standard,Email,True
988,C_0419,page_vue,0.0,2025-10-27,41,North Connorton,Premium,Affiliation,False
989,C_0133,achat,18.92486830864656,2025-10-27,52,Daystad,Standard,Partenariat,True
990,C_0189,page_vue,0.0,2025-10-27,24,New Herbertville,Standard,Email,False
991,C_0795,ajout_panier,0.0,2025-10-27,45,Figueroamouth,Basique,Publicité,False
992,C_0318,page_vue,0.0,2025-10-27,32,South Arielview,Premium,Email,False
993,C_0055,achat,88.59894900719947,2025-10-27,53,Port Kristinfurt,Premium,Publicité,True
994,C_0991,page_vue,0.0,2025-10-27,62,Manningville,Basique,Email,False
995,C_0248,ajout_panier,0.0,2025-10-27,34,East Nicoleland,Premium,Partenariat,False
996,C_0921,ajout_panier,69.91911122056231,2025-10-27,29,South Jonathan,Basique,SEO,True
997,C_0605,page_vue,0.0,2025-10-27,64,East Courtney,Premium,Affiliation,False
998,C_0536,ajout_panier,0.0,2025-10-27,64,Allenchester,Premium,SEO,False
999,C_0849,ajout_panier,0.0,2025-10-27,19,North Wandaside,Basique,SEO,False
1000,C_0812,ajout_panier,0.0,2025-10-27,44,Dawnbury,Premium,Direct,False
1001,C_0587,achat,0.0,2025-10-27,27,New Jacqueline,Basique,Email,False
1002,C_0110,page_vue,0.0,2025-10-27,63,Barrychester,Standard,Direct,False
1003,C_0146,achat,0.0,2025-10-27,61,Odonnellmouth,Premium,Affiliation,False
1004,C_0537,ajout_panier,148.74623352799492,2025-10-27,47,Silvaside,Premium,Affiliation,True
1005,C_0727,page_vue,0.0,2025-10-27,60,Port Karen,Standard,Direct,False
1006,C_0938,achat,0.0,2025-10-27,35,Wilsonborough,Standard,Email,False
1007,C_0439,ajout_panier,0.0,2025-10-27,27,West Dylanburgh,Basique,Direct,False
1008,C_0075,achat,0.0,2025-10-27,19,East Wendychester,Premium,Affiliation,False
1009,C_0955,achat,0.0,2025-10-27,26,Kingchester,Standard,SEO,False
1010,C_0539,achat,0.0,2025-10-27,20,West Zacharyfurt,Premium,Direct,False
1011,C_0125,page_vue,179.12623015491366,2025-10-27,59,Port Michael,Basique,Direct,True
1012,C_0126,achat,0.0,2025-10-27,20,Jamesburgh,Standard,SEO,False
1013,C_0293,page_vue,0.0,2025-10-27,60,Robertview,Basique,Publicité,False
1014,C_0309,ajout_panier,0.0,2025-10-27,18,Port Nathaniel,Premium,Publicité,False
1015,C_0418,page_vue,0.0,2025-10-27,61,Travishaven,Basique,Publicité,False
1016,C_0235,achat,177.1242843752348,2025-10-27,62,Port Connie,Premium,Email,True
1017,C_0743,page_vue,49.57992410161841,2025-10-27,58,Zacharyborough,Basique,Publicité,True
1018,C_0662,achat,0.0,2025-10-27,33,Taylorborough,Standard,SEO,False
1019,C_0938,achat,0.0,2025-10-27,35,Wilsonborough,Standard,Email,False
1020,C_0157,page_vue,0.0,2025-10-27,49,Markstad,Standard,Direct,False
1021,C_0854,achat,0.0,2025-10-27,63,Port Stacey,Premium,Affiliation,False
1022,C_0312,achat,0.0,2025-10-27,40,Howellstad,Standard,SEO,False
1023,C_0812,ajout_panier,0.0,2025-10-27,44,Dawnbury,Premium,Direct,False
1024,C_0302,achat,0.0,2025-10-27,29,New Ninamouth,Standard,Direct,False
1025,C_0049,achat,0.0,2025-10-27,32,North Brad,Basique,SEO,False
1026,C_0648,page_vue,0.0,2025-10-27,50,Lake Ashleyview,Standard,Partenariat,False
1027,C_0798,page_vue,125.92050518688458,2025-10-27,42,Thomasfurt,Standard,Publicité,True
1028,C_0588,page_vue,0.0,2025-10-27,47,Port Candice,Basique,SEO,False
1029,C_0100,ajout_panier,0.0,2025-10-27,52,North Pamelahaven,Standard,Partenariat,False
1030,C_0400,page_vue,0.0,2025-10-27,64,Moorefort,Basique,Affiliation,False
1031,C_0057,ajout_panier,0.0,2025-10-27,62,Gonzalezport,Standard,Partenariat,False
1032,C_0330,page_vue,0.0,2025-10-27,43,Jasonfurt,Standard,Publicité,False
1033,C_0901,page_vue,0.0,2025-10-27,25,North Gina,Premium,Partenariat,False
1034,C_0833,achat,0.0,2025-10-27,53,Brownhaven,Premium,SEO,False
1035,C_0354,page_vue,0.0,2025-10-27,18,Chaseview,Basique,Email,False
1036,C_0145,page_vue,0.0,2025-10-27,25,Lake Amyborough,Premium,Affiliation,False
1037,C_0343,page_vue,0.0,2025-10-27,62,Hammondbury,Premium,Direct,False
1038,C_0000,page_vue,0.0,2025-10-27,56,South Zoeberg,Premium,Publicité,False
1039,C_0507,ajout_panier,0.0,2025-10-27,33,South Brandonfort,Standard,Partenariat,False
1040,C_0344,ajout_panier,0.0,2025-10-27,43,South Alanview,Standard,Affiliation,False
1041,C_0918,achat,0.0,2025-10-27,21,Denisemouth,Standard,Partenariat,False
1042,C_0181,achat,0.0,2025-10-27,57,Heatherstad,Standard,Publicité,False
1043,C_0041,achat,0.0,2025-10-27,25,Port Lisa,Standard,Partenariat,False
1044,C_0847,achat,0.0,2025-10-27,31,West Cathyport,Premium,Email,False
1045,C_0344,page_vue,0.0,2025-10-27,43,South Alanview,Standard,Affiliation,False
1046,C_0020,ajout_panier,0.0,2025-10-27,24,Reidmouth,Premium,Publicité,False
1047,C_0872,achat,0.0,2025-10-27,21,Greenland,Basique,Partenariat,False
1048,C_0009,ajout_panier,120.00575284528759,2025-10-27,61,Shaneville,Premium,Partenariat,True
1049,C_0599,page_vue,12.633805823443423,2025-10-27,46,Laceymouth,Standard,Affiliation,True
1050,C_0190,page_vue,0.0,2025-10-27,62,New Terrenceport,Basique,Email,False
1051,C_0153,page_vue,0.0,2025-10-27,54,North Carolyn,Standard,Email,False
1052,C_0610,page_vue,97.11852681553292,2025-10-27,28,Chandlerburgh,Standard,SEO,True
1053,C_0787,achat,0.0,2025-10-27,41,Port Annette,Basique,Affiliation,False
1054,C_0769,page_vue,199.42038930821724,2025-10-27,63,North Tracy,Basique,Email,True
1055,C_0329,page_vue,0.0,2025-10-27,54,Alvaradobury,Standard,Affiliation,False
1056,C_0007,achat,0.0,2025-10-27,19,North Eddietown,Premium,Partenariat,False
1057,C_0365,page_vue,0.0,2025-10-27,47,Tinashire,Basique,Email,False
1058,C_0266,achat,14.677416929835331,2025-10-27,54,New Katelynburgh,Standard,SEO,True
1059,C_0163,page_vue,0.0,2025-10-27,46,North Melissaborough,Standard,Affiliation,False
1060,C_0073,page_vue,69.39362473257702,2025-10-27,40,South Philip,Premium,Partenariat,True
1061,C_0823,achat,0.0,2025-10-27,47,Riceview,Premium,Affiliation,False
1062,C_0831,achat,0.0,2025-10-27,33,Michaeltown,Standard,Affiliation,False
1063,C_0668,ajout_panier,0.0,2025-10-27,36,New Rachelhaven,Basique,Direct,False
1064,C_0196,achat,0.0,2025-10-27,49,Carrside,Premium,Affiliation,False
1065,C_0798,ajout_panier,0.0,2025-10-27,42,Thomasfurt,Standard,Publicité,False
1066,C_0182,page_vue,0.0,2025-10-27,61,New Josephmouth,Premium,Email,False
1067,C_0664,page_vue,0.0,2025-10-27,58,Port Kelseymouth,Standard,Direct,False
1068,C_0731,ajout_panier,79.72266733136809,2025-10-27,63,Baileyshire,Premium,Partenariat,True
1069,C_0098,ajout_panier,0.0,2025-10-27,41,South Katieton,Basique,Partenariat,False
1070,C_0851,page_vue,0.0,2025-10-27,42,Juliantown,Standard,Partenariat,False
1071,C_0826,achat,0.0,2025-10-27,57,North Josephshire,Standard,Email,False
1072,C_0317,page_vue,0.0,2025-10-27,55,West Codyberg,Basique,Publicité,False
1073,C_0216,achat,37.200657984126664,2025-10-27,55,South Dannyshire,Basique,Direct,True
1074,C_0466,ajout_panier,0.0,2025-10-27,42,New Justinmouth,Basique,Partenariat,False
1075,C_0541,achat,181.6171399680748,2025-10-27,35,East Jerome,Standard,Email,True
1076,C_0231,achat,0.0,2025-10-27,56,Port Christopher,Premium,Publicité,False
1077,C_0731,achat,67.46860031767923,2025-10-27,63,Baileyshire,Premium,Partenariat,True
1078,C_0972,achat,155.28368057312596,2025-10-27,21,Allenside,Standard,SEO,True
1079,C_0920,ajout_panier,0.0,2025-10-27,27,Lake Samantha,Premium,Affiliation,False
1080,C_0214,ajout_panier,0.0,2025-10-27,64,Erinside,Premium,SEO,False
1081,C_0920,achat,0.0,2025-10-27,27,Lake Samantha,Premium,Affiliation,False
1082,C_0151,achat,0.0,2025-10-27,34,New Derek,Basique,Publicité,False
1083,C_0114,ajout_panier,0.0,2025-10-27,50,Gomezburgh,Basique,Partenariat,False
1084,C_0898,achat,36.08700621595834,2025-10-27,57,Moranport,Premium,Affiliation,True
1085,C_0601,page_vue,0.0,2025-10-27,44,Stevenstad,Premium,Affiliation,False
1086,C_0870,ajout_panier,175.537809205744,2025-10-27,45,South Margaret,Standard,Direct,True
1087,C_0111,ajout_panier,35.020511652879335,2025-10-27,55,South Patricktown,Premium,Publicité,True
1088,C_0896,page_vue,138.76741582825088,2025-10-27,58,East Sarahside,Premium,SEO,True
1089,C_0707,achat,42.08310804037505,2025-10-27,61,Port Aaron,Basique,Direct,True
1090,C_0615,achat,100.3403858942194,2025-10-27,49,West Nathaniel,Standard,Direct,True
1091,C_0229,achat,0.0,2025-10-27,45,Larsonstad,Standard,SEO,False
1092,C_0552,achat,114.29283001161362,2025-10-27,62,Kellyland,Standard,SEO,True
1093,C_0689,achat,107.1115913130051,2025-10-27,19,Lindseyland,Basique,Email,True
1094,C_0382,page_vue,0.0,2025-10-27,50,New Scott,Premium,Email,False
1095,C_0388,achat,30.02626170532783,2025-10-27,62,Johnton,Basique,Email,True
1096,C_0115,ajout_panier,0.0,2025-10-27,22,Larsenmouth,Premium,Publicité,False
1097,C_0252,page_vue,0.0,2025-10-27,35,North Michaelside,Basique,Email,False
1098,C_0784,achat,0.0,2025-10-27,41,North Hannahview,Standard,Partenariat,False
1099,C_0501,ajout_panier,0.0,2025-10-27,55,Hooperchester,Standard,Affiliation,False
1100,C_0078,ajout_panier,0.0,2025-10-27,55,West Kevin,Premium,Affiliation,False
1101,C_0561,achat,0.0,2025-10-27,55,Lake Theresamouth,Premium,Email,False
1102,C_0386,ajout_panier,66.67176630448333,2025-10-27,27,Jessicatown,Premium,Direct,True
1103,C_0983,page_vue,0.0,2025-10-27,23,Fullerport,Basique,Publicité,False
1104,C_0221,page_vue,0.0,2025-10-27,18,West Kathleenshire,Standard,Affiliation,False
1105,C_0545,ajout_panier,0.0,2025-10-27,41,Jonathantown,Basique,SEO,False
1106,C_0333,page_vue,0.0,2025-10-27,38,Port Cynthiaborough,Standard,Direct,False
1107,C_0081,ajout_panier,0.0,2025-10-27,26,Susanville,Basique,Direct,False
1108,C_0926,page_vue,0.0,2025-10-27,31,Bradleyview,Standard,Partenariat,False
1109,C_0013,achat,0.0,2025-10-27,61,Melissatown,Basique,Affiliation,False
1110,C_0208,page_vue,0.0,2025-10-27,53,Bradleyview,Premium,Partenariat,False
1111,C_0567,ajout_panier,0.0,2025-10-27,42,Port Sonyahaven,Standard,Affiliation,False
1112,C_0596,page_vue,47.18540161893332,2025-10-27,24,Calvinton,Standard,Partenariat,True
1113,C_0783,ajout_panier,0.0,2025-10-27,26,Lake Alexis,Basique,SEO,False
1114,C_0624,achat,0.0,2025-10-27,52,Port Melissa,Premium,Partenariat,False
1115,C_0441,achat,107.44620103800088,2025-10-27,49,West Julie,Standard,Email,True
1116,C_0481,ajout_panier,0.0,2025-10-27,34,New Bianca,Standard,Email,False
1117,C_0998,page_vue,0.0,2025-10-27,56,Lake Jasonstad,Basique,SEO,False
1118,C_0659,achat,0.0,2025-10-27,29,North Meghan,Standard,Affiliation,False
1119,C_0487,page_vue,0.0,2025-10-27,57,West Meagan,Basique,Affiliation,False
1120,C_0696,ajout_panier,0.0,2025-10-27,54,Thomasberg,Premium,Partenariat,False
1121,C_0611,ajout_panier,151.03552398251995,2025-10-27,51,Williamstown,Standard,SEO,True
1122,C_0438,page_vue,0.0,2025-10-27,56,Chambersville,Basique,SEO,False
1123,C_0877,page_vue,186.4735125306982,2025-10-27,45,Henryton,Standard,Direct,True
1124,C_0096,page_vue,0.0,2025-10-27,33,Wrightton,Basique,Affiliation,False
1125,C_0259,page_vue,0.0,2025-10-27,44,Allenborough,Premium,Email,False
1126,C_0682,achat,0.0,2025-10-27,51,South Jennifer,Standard,SEO,False
1127,C_0283,ajout_panier,0.0,2025-10-27,32,Kristineshire,Basique,Publicité,False
1128,C_0227,ajout_panier,0.0,2025-10-27,56,Curtistown,Standard,Publicité,False
1129,C_0801,achat,62.15626796634487,2025-10-27,56,East Laurie,Premium,Partenariat,True
1130,C_0624,page_vue,0.0,2025-10-27,52,Port Melissa,Premium,Partenariat,False
1131,C_0693,page_vue,140.43764917821798,2025-10-27,37,Tiffanystad,Standard,Direct,True
1132,C_0188,ajout_panier,156.90486523916405,2025-10-27,51,Kristinashire,Basique,Partenariat,True
1133,C_0181,achat,0.0,2025-10-27,57,Heatherstad,Standard,Publicité,False
1134,C_0865,ajout_panier,0.0,2025-10-27,42,Kevintown,Standard,Direct,False
1135,C_0070,ajout_panier,153.36817862908995,2025-10-27,20,Jeffersonchester,Premium,Email,True
1136,C_0469,ajout_panier,0.0,2025-10-27,46,North Ashley,Premium,SEO,False
1137,C_0493,page_vue,28.499709820332008,2025-10-27,60,Margaretfort,Premium,Direct,True
1138,C_0916,ajout_panier,0.0,2025-10-27,26,Lake Anne,Standard,SEO,False
1139,C_0762,achat,0.0,2025-10-27,62,East Patriciaburgh,Premium,Publicité,False
1140,C_0434,achat,0.0,2025-10-27,64,Mezamouth,Standard,SEO,False
1141,C_0531,achat,0.0,2025-10-27,30,North Amberchester,Standard,Publicité,False
1142,C_0064,ajout_panier,0.0,2025-10-27,56,Paulchester,Standard,Publicité,False
1143,C_0535,achat,0.0,2025-10-27,61,Blairton,Premium,Affiliation,False
